review,review_cleaned,cluster
"Какое элитное жилье на территории завода? Да там ещё в советское время работникам молоко за вредность давали! + застройщики снесли всю инфраструктуру на Энгельса ( фитнес центр, супермаркет, зоомагазин, ресторан) - нет там теперь ничего. Школы в округе переполнены , так же как и поликлиники не справляются с нагрузкой. Светлановская площадь и так представляет собой автомобильно-апокалиптическое зрелище в большую часть суток, а проспекты Энгельса и Тореза - одни из самых загруженных в городе и беда будет , если эти новостройки достроят",элитный жильё территория завод советский время работник молоко вредность давать снести инфраструктура энгельс фитнес центр супермаркет зоомагазин ресторан школа округ переполнить поликлиника справляться нагрузка светлановский площадь представлять автомобильноапокалиптический зрелище больший часть сутки проспект энгельс тореза самый загрузить город беда новостройка достроить,4
"Жилой комплекс строится на месте крупного промышленного гиганта, никакая рекультивация почвы не превратит пром.площадку в селитебную зону. А там и рекультивации кажется не делали, я в окно не видел. Живу напротив.",строиться крупный промышленный гигант никакой рекультивация почва превратить промплощадка селитебный зона рекультивация казаться делать окно видеть напротив,0
"еще пока на этапе строительства, построили дома очень быстро",этап построить быстро,4
"Дома конечно красивые,но лучше бы они строили в будние дни в рабочее время,а не ежедневно после 21-22. Постоянно на стройке что-то воет,думаю многим жителям близлежащих улиц доставляет дискомфорт.",красивыить строить будний день рабочий время ежедневно постоянно стройка чтоть воетдумать многий житель близлежащий улица доставлять дискомфорт,2
"Подъезды забиты. Расширить дороги некуда. Что будет, когда сдадут все очереди строительства? И с магазинами в округе проблема. ",подъезд забитый расширить дорога некуда сдать очередь магазин округ проблема,5
"Входили как вариант для переуступки, но чем ближе к сдаче, тем больше хочется выкупить! Место супер! ЖК будет мега!!! Правда, с радиаторами подвели в 1 очереди. Но я уже прикупил невысокие. Заменю и нет проблем!",входить вариант переуступка близкий сдача хотеться выкупить супер мег правда радиатор подвести очередь прикупить невысокий заменить проблема,0
"НПО Светлана пустили под бульдозер,молодцы девелоперы.Видимо,у тех,кто там купит квартирку,вопрос денег и где их брать не стоит.Для справки,до 450000 кв.метр",нпо светлана пустить бульдозермолодец девелоперывидимоу техкто купить квартиркувопрос деньга брать стоитдлить справкидо квметр,4
"Завод СВЕТЛАНА , что только там не производили, и на оборонку, и для сельского хозяйства, и для бытовых вопросов, представляете на сколько там земля загажена , но вам про это не расскажут. 😭👍",завод светлана производить оборонка сельский хозяйство бытовой вопрос представлять сколько земля загадить рассказать,4
"Этот комплекс построен на месте завода,который был с 18.....года.Я просто сочувствую людям, которые купили квартиры за сумасшедшие деньги.Многие люди просто не имеют представления на сколько опасно там жить....химия и т.д.Все не так уж и хорошо на этой территории,как хочется верить покупателям этих квартир.",построить заводакоторый годая сочувствовать человек сумасшедший деньгимногий иметь представление сколько опасно житьхимия тдвсе территориикак хотеться верить покупатель,5
Сколько положительных и инфантильно восторженных отзывов - прям одна радость плещется. ,сколько положительный инфантильный восторженный отзыв прям радость плескаться,4
Жилой комплекс бизнес класса. Неплохая планировка квартир. Безрамочное остекление балконов во дворе,бизнес класс неплохой планировка безрамочный остекление балкон двор,2
"Верните самомойку, а лучше завод ""Светлана"". Дутые метры за нереальные деньги....",вернуть самомойка завод светлана дутый метр нереальный деньга,4
"Не красивая облицовка,жуткие трубы винтеляции на крыше...",красивый облицовкажуткий труба винтеляция крыша,0
"Контроль за строкой супер... Качественные будут квартиры, только дорогие наверное....",контроль строка супер качественный дорогой наверное,4
"Планировки полный отстой для такого ценника за квартиры. Двушка 55 метров от 9 миллионов, пошутили что ли... Санузлы какие-то малюсенькие. На бизнес-класс не тянет совсем.",планировка полный отстой ценник двушка метр миллион пошутить санузел какиеть малюсенький бизнескласс тянуть,4
"Строится на территории завода Светлана. Рядом Светлановская площадь - эпицентр пробок этого района. А что же будет, когда введут в эксплуатацию этот ЖК?( Манчерстерскую улицу окончательно разбили грузовики, т. к. заезд на стройплощадку с нее.",строиться территория завод светлана светлановский площадь эпицентр пробка ввести эксплуатация манчерстерский улица окончательно разбить грузовик заезд стройплощадка,4
"Застройщик поступил отвратительно. Постоянный шум, крики. Будет абсолютно нарушена инфраструктура, будет не проехать. Район старый, не предназначен для такого количества людей, которое ждёт видимо в будущем.",поступить отвратительный постоянный шум крик абсолютно нарушить инфраструктура проехать старый предназначить количество человек ждать видимо будущее,2
Жк от надежного застройщика рядом с парком и пешей доступностью до метро.,надёжный парк пеший доступность метро,3
Будет хороший ЖК! Купили там коммерческую недвижимость,коммерческий недвижимость,4
"5 звезд за все! Очень нравиться, жалко что только 10 этажей",звезда нравиться жалко этаж,2
"Строят день и ночь, полностью раздолбали наши две несчастные улицы Дрезденскую и Манчестерскую грузовиками и бетономешалками там и так асфальт плохой был, теперь еще хуже, шум от стройки колоссальный, а гудеж от грузовиков под окнами сутки напролет. Никакого уважения к жителям района. Да и комфортные условия проживания в этом месте под большим сомнением, все подъездные улицы уже стоят в пробках почти целый день, еще строят дома, прибудет жильцов и кольцо Светлановский-Энгельса-Манчестерская- Тореза сомкнется, под окнами новоселов Читать далее",строить день ночь полностью раздолбать наш несчастный улица дрезденский манчестерский грузовик бетономешалка асфальт плохой плохой шум стройка колоссальный гудёжа грузовик окно сутки напролёт никакой уважение житель комфортный условие проживание больший сомнение подъездный улица стоять пробка целый день строить прибыть жилец кольцо светлановскийэнгельсаманчестерский тореза сомкнуться окно новосёлов,2
Не понятна цена на квартиры,понятный цена,4
"Место шикарное, а точнее район ,все прям для семейной жизни с детьми, но на бизнес не тянет, планировки редкостный кал . Вы видели эти туалеты по 1,5 метра, ЧТО ЭТО!??? ",шикарный точнее прям семейный жизнь ребёнок бизнес тянуть планировка редкостный кал видеть туалет метр,0
"Очень удачное расположение для жизни. 2 парка : Сосновка и Удельный. Рестораны и траттории Проэкт Ginza and Italy. Продуктовые магазины любого формата. После окончания работ отличный выезд на ЗСД. Шаговая доступность к метро. Школы государственные и частного формата. Клиника Евро Мед , Скандинавия, Райден. Нооооо, и очень большое: Энгельса всегда трафик. Если попытаются улучшить , спасибо!!! Забыла добавить про близкое расположение самого лучшего горнолыжного курорта Охта Парк.",удачный расположение жизнь парк сосновка удельный ресторан траттория проэкт продуктовый магазин любой формат окончание работа выезд зсд шаговый доступность метро школа государственный частное формат клиника евро мёд скандинавия райден нооооо большой энгельс трафик попытаться улучшить спасибо забыть добавить близкий расположение горнолыжный курорт охт парк,3
Вечные пробки. Утром из района не уехать. Все улицы односторонние.,вечный пробка утром уехать улица односторонний,1
Бизнес-класс со студиями? Больше похоже на эконом.,бизнескласс студия похоже эконом,2
"Здесь написано, что возможна беспроцентная рассрочка на три года, кто-нибудь узнавал об этом? Или может купил уже так? Мы рассматриваем покупку в этом ЖК в том числе, но читала, что рядом еще будет строится ЖК и тоже от Сетл Сити. Поэтому пока ждем новостей. Те, кто пишут про промзону, видимо никогда не были в районе Светланы) Иначе не писали бы это. Ценник для Светланы соответствующий)",написать возможный беспроцентный рассрочка год ктонибыть узнавать купить рассматривать покупка число строиться сетлый сити поэтому ждать новость писать промзона видимо светлана иначе писать ценник светлана соответствовать,4
"Вроде неплохая локация. Серый пояс с города убирают, лучше передавать землю под застройку, чем стоят эти забросы, посмотрите на Ховринку в Москве. Притон для бомжей и наркоманов, а там буквально через 50 метров жилые дома! У нас в городе в лофты такие здания не переделывают, либо что-то в духе Этажей или Планетария, либо жилые дома. Ну видимо городу в данном случае больше захотелось развить этот участок вот так. И не надо говорить, что люди потеряли рабочие места. Вся процедура за один день не происходит, сократили производство не Читать далее",вроде неплохой локация серый пояс город убирать передавать земля застройка стоять заброс посмотреть ховринк москва притон бомж наркоман буквально метр город лофт здание переделывать либо чтоть дух этаж планетарий либо видимо город данный случай захотеться развить участок говорить потерять рабочий весь процедура день происходить сократить производство,1
"Думаю, что будет отличный ЖК! Тем более рядом два парка – Удельный и Сосновка, можно гулять и детям свежий воздух по выходным. Не знаю больше в городе такого же зеленого места. К тому же когда выбирали жк узнавали, что в шаговой доступности есть две школы, продуктовый магазин и Фитнес Хаус. Тем более в ФХ мы ходим давно. Посмотрел планы Сетла, там будет целое общественно пространство. Куда лучше, чем пустырь.",думать парк удельный сосновка гулять ребёнок свежий воздух выходной знать город зелёный выбирать узнавать шаговый доступность школа продуктовый магазин фитнес хаус фх ходить давно посмотреть план сетлый целое общественно пространство пустырь,3
То что на компьютерной графике и реальность несовместимы. Окружение разрушенного завода Светлана и элитного комплекса за бешеные деньги - это бред,компьютерный графика реальность несовместимый окружение разрушить завод светлана элитный бешеный деньга бред,4
Такая высокая стоимость для промзоны вовсе необоснованная. Компания Сэтл Сити сразу ценник дороже на 20 процентов.,высокий стоимость промзона вовсе необоснованный компания сэтл сити сразу ценник дорогой процент,0
"Вы видели там цены на стадии строительства? 3 миллиона самая дешевая студия на стадии строительства,с видом на какие то трубы с дымом в ста метрах от стройки, они с ума сошли! Там одностороннее движение,магазинов мало,вечно пробки. И вообще там тесно.",видеть цена стадия миллион самый дешёвый студия стадия строительствас труба дым сто метр стройка ум сойти односторонний движениемагазин маловечно пробка вообще тесно,2
"Сетл строит уже не такого качества как раньше , но цены растут как грибы после дождя ....",сетлый строить качество ранний цена расти гриб дождь,4
Место супер ТРИ зеленых парка вокруг Домов мало и они невысокие Живу тут и осень довольна,супер зелёный парк вокруг мало невысокий осень довольный,0
Дом просто замечательный! Мне особенно нравится современная архитектура и дизайнерские решения ,замечательный особенно нравиться современный архитектура дизайнерский решение,0
"Дом внешне красивый, но место выбрано ужасное. Потому минусов много: 1. Закрывает вид на дворец времён Екатерины 2. 2. Дом стоит на маленьком островке, с 4 стороны автомобильные дороги, все выхлопные газы в квартиры. 3. Тротуара вокруг дома практически нет, все идут вплотную к окнам дома. 4. Рядом расположен институт, отсюда огромный поток людей, студентов прям под окнами дома. 5. Нет собственной детской площадки, да и вообще территории вокруг дома. Плюсы: 1. Метро рядом. Но зачем оно нужно тех, кто покупает квартиры в этом доме Читать далее",внешне красивый выбрать ужасный минус закрывать дворец время екатерина стоить маленький островок сторона автомобильный дорога выхлопной газа тротуар вокруг практически идти вплотную окно расположить институт отсюда огромный поток человек студент прям окно собственный детский площадка вообще территория вокруг плюс метро оно нужно покупать,3
"Богатое и дорогое во всех смыслах место. Если прайс по силам, то не просто хорошо, а отлично! что до близости проезжей части то среди людей полно трушных урбанистов, которые любят шум города во всех смыслах и проявлениях. Нельзя все дома окружить зеленью при расположении на таких вот жирных пятаках! комментарии по поводу того что тут надо было бы построить на самом деле (очень категоричное суждение для обывателя) просто смешат! это просто маниловщина 😀 становитесь главным архитектором города (вот ведь незадача? да?!) и решайте Читать далее",богатый дорогой смысл прайс сила отлично близость проезжий часть среди человек полно трушной урбанист любить шум город смысл проявление окружить зелень расположение жирный пятак комментарий повод построить дело категоричный суждение обыватель смешить маниловщина становиться главный архитектор город незадача решать,0
Шикарный дом с очень нарядным фасадом. Прекрасно вписался в архитектуру района и поднял уровень локации. Сквер Евгения Зиничева перед этим домом – как ещё одно украшение района.,шикарный нарядный фасад прекрасно вписаться архитектура поднять уровень локация сквер евгений зиничева украшение,0
Хорошее место расположения. Перед домом небольшой сквер. Дом построен на месте бывшего кинотеатра Зенит. До метро 10 минут пешком.,расположение небольшой сквер построить бывший кинотеатр зенит метро минута пешком,1
"Дом в центре города,кому не хватает пространства и воздуха,пожалуйста на окраины,там пока все есть,но там человейники.Дом как снаружи ,так и внутри, шикарен.",центр городаком хватать пространство воздухапожалуйст окраиныт естьный человейникид снаружи внутри шикарный,0
"Красивый дом, очень статный. Хожу туда в салон Barskaya, салон под стать дому! Хотела бы в нем жить))",красивый статный ходить туда салон салон стать хотеть немой,1
"Локация супер, но территории вообще нет.",локация супер территория вообще,4
"Потрясающий дом, очень красивый внутренний дворик, очень хорошая управляющая, которая моментально решает любые вопросы, у нас вид на сквер и на московский проспект, шума не слышно. Сквер также делал застройщик, очень красивый. Паркинг широкий, с лифтом. Квартиры со свободной планировкой, что очень удобно. ",потрясать красивый внутренний дворик управлять моментально решать любой вопрос сквер московский проспект шум слышный сквер также делать красивый паркинг широкий лифт свободный планировка удобно,0
"Очень бросается в глаза скученность и существенная экономия на территории подле дома. Кредо его застройщиков - элитность, премиальность и люксовость, но они подразумевают не в последнюю очередь обширное пространство. Здесь же выходишь из парадной - метр тротуара, и сразу проезжая часть. Место не самое автомобиленасыщенное, но все же, значит и в окна будет дуть не самый свежий воздух от такого соседства. Есть внутренний дворик, но гол, без обилия зелени. Что там делать? Гулять приятнее по соседнему скверу. ",бросаться глаз скученность существенный экономия территория подле кредо элитность премиальность люксовость подразумевать последний очередь обширный пространство выходить парадный метр тротуар сразу проезжать часть самый автомобиленасыщенный значит дуть самый свежий воздух соседство внутренний дворик гол обилие зелень делать гулять приятный соседний сквер,1
Украшение района Спасибо Сэтлу за это,украшение спасибо сэтл,0
"Типично для подобных мест, вокруг везде парковка с подвохом и кормушка ГАИ с эвакуаторами. На машине сюда приезжать не рекомендуется.",типично подобный вокруг везде парковка подвох кормушка гаи эвакуатор машина сюда приезжать рекомендоваться,2
Это новый виток архитектуры и удобства!,новый виток архитектура удобство,0
"Красивый ЖК, для инстафото прекрасно подойдет) Квартиры, конечно, дорого-богато)",красивый инстафото прекрасно подойти дорогобогато,0
"Какие-то новодельные ""понты"", которыми загородили вид на настоящий дворец :(",какиеть новодельный понт загородить настоящий дворец,0
"Самый красивый жк из всех , которые знаю у этого застройщика",самый красивый знать,0
Абсолютно лишняя жилая недвижимость... Втиснули вместо небольшого кинотеатра.. Абсолютно наплевать на мнение жителей ближайших домов.. Правильно было построить Храм.. Либо просто фонтан и продлить сквер...,абсолютно лишний недвижимость втиснуть вместо небольшой кинотеатр абсолютно наплевать мнение житель близкий правильно построить храм либо фонтан продлить сквер,0
Лучшее предложение на рынке недвижимости Санкт-Петербурга!,предложение рынок недвижимость санктпетербург,4
"Все прекрасно в этом комплексе. Одно НО- все, кто готовится делать ремонт имейте в виду-придется дополнительно оплачивать ручной подъем всего! От стройматериалов до мебели. Очень приветливые консьержи-всегда идут на встречу и помогают разрешить возникающие вопросы-дом встречает заботой прямо с порога))",прекрасно готовиться делать ремонт иметь видуприйтись дополнительно оплачивать ручной подъём стройматериал мебель приветливый консьерживсегда идти встреча помогать разрешить возникать вопросыд встречать забота прямо порог,0
"Построили на месте бывшего кинотеатра. Дом как дом, закос под элит жильё,с фасадом под богатую сталинку.Вот только со всех сторон окружён асфальтовой автомобильной дорогой ,без пространственной внутренней территории, наверное такой единственный дом в городе.Абы как, только бы сумму за кв завысить. Выйти с него безопасно, что тебя не собьёт машина, такого не существует. Да и вида из окон никого нет. Только расположение дома. Два балла из пяти, этот реальная оценка. ",построить бывший кинотеатр закоса элита жильести фасад богатый сталинкувот сторона окружить асфальтовый автомобильный дорога пространственный внутренний территория наверное единственный городеаб сумма кв завысить выйти безопасно сбить машина существовать окно никто расположение балл пять реальный оценка,1
Очень красивое здание 😍 мне нравится И расположение не плохое,красивый здание нравиться расположение плохой,0
"Крутой элитный жк, но пока не сдан",крутой элитный сдать,5
"Хороший жк , только сделали почему-то ооооочень опасный пешеходный переход",сделать почемуть ооооочень опасный пешеходный переход,0
Шикарный дом! Очень вписывается в сталинскую архитектуру московского района,шикарный вписываться сталинский архитектура московский,0
"классный новый дом бизнес-,класса, все дорого-богато, парк рядом, метро тоже рядом ( мало ли и такие жители там будут)",классный новый бизнескласс дорогобогато парк метро мало житель,0
Что за цыганский шик? Абсолютно не вписывается в окружающую застройку.,цыганский шик абсолютно вписываться окружающий застройка,0
"Потрясающий дом, входит в десятку лучших домов Петербурга!Дорогие эксклюзивные материалы, умный дом в квартирах, система кондиционирования!",потрясать входить десятка петербургадорогий эксклюзивный материал умный система кондиционирование,4
"Роскошное здание, дорогие квартиры. Место прекрасное, метро рядом, здание стоит на расстоянии от Московского проспекта, меньше шума!",роскошный здание дорогой прекрасный метро здание стоить расстояние московский проспект маленький шум,0
Очень добротный ЖК! Мечта! 🥰,добротный мечта,4
"Незаконно построенный жилой комплекс на территории охранной зоны Путевого дворца Екатерины второй, закрывающий вид с Московского проспекта на памятник архитектуры",незаконно построить территория охранный зона путевой дворец екатерина второй закрывать московский проспект памятник архитектура,0
"Почему 4 звезды, потому,что,пока что этот ЖК в стадии отделочных работ,5 звезда будет после окончания работ, а в целом конечно шикарные 2-х уровневые квартиры,в одном из элитных районов города",почему звезда потомучтопока стадия отделочный работа звезда окончание работа шикарный х уровневый квартирыть элитный город,2
"Дурацкое расположение. Со всех четырех сторон дороги. Окна не открыть, Пыль и шум машин. Отделка кривая. Части ее на данный момент нет и строители закрашивают фасад краской. Квартиры без отделки и это все за космическую цену. ",дурацкий расположение четыре сторона дорога открыть пыль шум машина отделка кривая часть данный момент строитель закрашивать фасад краска отделка космический цена,1
"Когда достроится, то очень гармонично впишется в районе. Лично меня восхитил этот комплекс. Такое строят редко сейчас.",достроиться гармонично вписаться лично восхитить строить редко,4
Рядом лучше не ходить и машины не ставить! На фасад крепят искуственный камень гастеры и делают это крайне не качественно. В дальнейшем возможны прилёты на головы горожан отвалившихся элементов. Застройщику лишь бы быстрее сдать и свалить,ходить машина ставить фасад крепить искуственный камень гастер делать крайне качественно дальнейший возможный прилёт голова горожанин отвалиться элемент лишь быстрый сдать свалить,0
"Хороший ЖК высшего класса. Штучный экземпляр, вместивший в себя огромный труд людей, многое из которого сделано вручную. Особенно приятно, что холл сделан руками моей команды.",высокий класс штучный экземпляр вместить огромный труд человек многое сделать вручную особенно приятно холл сделать рука команда,2
Самое то для новой общаги ГУАПа,самый новый общага гуап,2
"Ещё не сдан,но компания СЭЖ молодцы",сданно компания сэж молодец,0
"Хороший дом, знаю вдоль и поперёк. Сам его строю, вентиляцию и кондиционеры …)",знать вдоль поперёк строй вентиляция кондиционер,0
"Наверное, это единственный вариант, куда я бы согласилась переехать из своей сталинки по соседству. Здесь все сошлось - локация, наличие парков и скверов, удобная транспортная развязка, детские воспоминания о походах в Зенит…но я опоздала, когда можно было купить хотя бы двушку в этом доме, началась пандемия, сейчас же цены выросли более чем на 20-30%. Немного опасаюсь, что дом стоят гастарбайтеры, видела как приезжал какой-то начальник и долго орал на кого-то из руководителей стройки, очень эмоционально, но ни слова не понятно )))) Читать далее",наверное единственный вариант согласиться переехать свой сталинк соседство сойтись локация наличие парковый сквер удобный транспортный развязка детский воспоминание поход зенитный опоздать купить хотя двушка начаться пандемия цена вырасти немного опасаться стоять гастарбайтер видеть приезжать какойтый начальник долго орало коготь руководитель стройка эмоционально слово понятно,4
"Больше бесит не отсутствие кинотеатра, а перекрытие дороги. Кто им разрешил? Теперь кто угодно будет перекрывать движение?",бесить отсутствие кинотеатр перекрытие дорога разрешить угодный перекрывать движение,2
"Бла-бла; глупая болтовая... Вялая стройка, даже фундамент не закончен. Работают гастарбайтеры. Очень сомнительно что будет бизнес-класс.",блабла глупый болтовый вялый стройка фундамент закончить работать гастарбайтер сомнительно бизнескласс,2
"Занял сейчас проезжие части улицы. Создал неудобства многим, живущим рядом.",занять проезжий часть улица создать неудобство многий,0
"Изменилась схема движения в кварталах, приходится объезжать ""через Москву"". Работы ведут и денм и ночью, с 8 утра особенно громко(забивают сваи) . Бедные люди, живущие рядом",измениться схема движение квартал приходиться объезжать москва работа вести денм ночью утро особенно громкозабивать свая бедный,2
"Жаль кинотеатр ""Зенит"". Хотелось что бы на этом месте было что-то другое, а не элитное жилье по 200 тысяч долларов за однушку.",жаль кинотеатр зенит хотеться чтоть элитный жильё тысяча доллар однушко,5
Красивый дом рядом с парком. Выкупил бы этаж при наличии денег),красивый парк выкупить этаж наличие деньга,0
"Место и правда хорошее!Сам дом красивый,малоэтажный,не выбивается из общей архитектуры!Но ценник для ""квартирёшек"" просто нереальный.Позиционирует себя как элитный,но видно,что только снаружи.Оч.жаль!",правда хорошеес красивыймалоэтажныйн выбиваться общий архитектурын ценник квартирёшка нереальныйпозиционировать элитныйный видночто снаружиочжалить,4
"Хороший объект будет. Ценник конечно ещё тот, но оно того стоит.",объект ценник оно стоить,4
"Это было большой ошибкой снести кинотеатр Зенит, который органично выглядел на этой улице, и строить на его месте элитный ЖК. Я думал такое характерно для Москвы, но и в Петербурге то же самое.",большой ошибка снести кинотеатр зенит органично выглядеть улица строить элитный думать характерный москва петербург самый,5
"Место хорошее! Но что можно сказать про дом, которого еще нет???)))))",сказать,0
"Прекрасное место , виды вообще космос ",прекрасный вообще космос,0
"Смотрели шоурум на выходных. Простая и понятная отделка, ничего лишнего. Это именно то, что мы искали для старта новой жизни.",смотреть шоурум выходной простой понятный отделка лишний именно искать старт новый жизнь,0
